SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes,ATP,Oversold_Flag,Below_Safety_Stock_Flag,Reorder_Flag,Sellable_ATP,Sellable_Coverage_Days,Expired_Flag,Expiry_30_Days_Flag,Dead_Stock_Flag
SKU0203,Household Product 149,Household,B,S001,PT Segar Makmur,WHSBY,Surabaya - Sidoarjo,BATCH8247,2025-08-20,2025-07-10,2028-07-29,20,278,47,25,2,3,14.95,354.0,18.6,70,25,3,3.67,3.58,1020.79,1.61,9.0,75.92,FEFO,In Stock,3,2025-07-10,0.6,66.54,,206,0,0,0,206,13.78,0,0,0
SKU0204,Household Product 139,Household,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH4920,2025-08-05,2025-07-21,2027-03-16,35,145,43,8,3,1,16.04,472.0,9.04,127,47,5,6.64,6.52,963.19,3.32,4.0,93.18,FIFO,In Stock,-1,2025-06-16,-2.12,76.06,,94,0,0,1,94,5.86,0,0,0
SKU0205,Meat Product 120,Meat,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH8739,2025-05-27,2025-05-21,2025-06-11,105,171,7,40,3,0,14.99,559.0,11.41,28,13,1,7.99,7.44,1366.0,2.63,4.0,84.85,FIFO,Expiring Soon,-4,2025-09-09,-6.21,91.74,,124,0,0,0,124,8.27,1,0,0
SKU0206,Personal Product 81,Personal Care,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH4267,2025-05-10,2025-03-23,2030-01-01,122,60,17,7,2,3,6.24,152.0,9.62,25,13,2,1.98,2.08,118.94,3.12,4.0,89.66,FEFO,In Stock,0,2025-07-30,-5.59,62.26,,36,0,0,0,36,5.77,0,0,0
SKU0207,Fresh Product 394,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH1611,2025-07-12,2025-05-15,2025-07-23,59,322,60,38,2,0,38.14,901.0,8.44,63,25,1,0.48,0.49,153.34,3.55,7.0,86.93,FIFO,Expiring Soon,-3,2025-07-18,-0.33,79.22,,224,0,0,0,224,5.87,1,0,0
SKU0208,Dairy Product 471,Dairy,B,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH5742,2025-05-06,2025-03-11,2025-05-18,126,646,109,191,0,0,53.05,1.232,12.18,88,35,1,2.61,2.54,1686.9,2.46,15.0,99.19,FIFO,Expiring Soon,1,2025-09-08,-8.46,79.71,,346,0,0,0,346,6.52,1,0,0
SKU0209,Pantry Product 476,Pantry,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH9901,2025-05-16,2025-04-13,2029-12-19,116,247,28,20,0,2,28.52,934.0,8.66,52,23,1,10.36,9.47,2558.77,3.46,7.0,84.47,FEFO,In Stock,0,2025-08-23,-3.38,82.03,,199,0,0,0,199,6.98,0,0,0
SKU0210,Frozen Product 99,Frozen,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH5215,2025-07-30,2025-06-15,2026-05-23,41,22,11,2,0,1,4.45,149.0,4.94,22,9,3,2.19,2.31,48.1,6.07,3.0,91.82,FIFO,Low Stock,0,2025-09-08,2.95,96.54,,9,0,0,1,9,2.02,0,0,0
SKU0211,Household Product 291,Household,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH7643,2025-04-06,2025-02-13,2029-11-04,156,16,1,3,1,1,1.32,38.0,12.12,10,6,3,12.44,13.89,199.03,2.48,2.0,99.4,FEFO,In Stock,-2,2025-07-06,-8.81,80.85,,12,0,0,0,12,9.09,0,0,0
SKU0212,Bakery Product 49,Bakery,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH5064,2025-05-10,2025-05-10,2025-05-14,122,289,82,138,1,0,48.26,1.583,5.99,224,79,3,0.97,1.02,281.28,5.01,15.0,72.04,FEFO,Expiring Soon,-3,2025-07-22,8.77,67.55,,69,0,1,1,69,1.43,1,0,0
SKU0213,Beverages Product 489,Beverages,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH1187,2025-04-13,2025-03-28,2029-06-29,149,205,52,12,0,4,26.94,630.0,7.61,211,76,5,6.65,7.31,1364.17,3.94,6.0,78.43,FEFO,Low Stock,3,2025-06-13,4.7,69.93,,141,0,0,1,141,5.23,0,0,0
SKU0214,Beverages Product 239,Beverages,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH9233,2025-05-29,2025-03-31,2030-04-03,103,54,9,6,0,0,4.35,142.0,12.41,8,4,1,5.93,6.4,320.21,2.42,2.0,87.35,FEFO,In Stock,-3,2025-06-13,-2.77,70.47,Promotional item,39,0,0,0,39,8.97,0,0,0
SKU0215,Bakery Product 114,Bakery,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8454,2025-05-10,2025-03-24,2025-05-13,122,529,144,21,1,1,45.01,1.395,11.75,136,46,2,1.61,1.55,849.73,2.55,15.0,72.41,FEFO,Expiring Soon,-2,2025-07-18,-6.03,82.34,,364,0,0,0,364,8.09,1,0,0
SKU0216,Personal Product 388,Personal Care,C,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH2341,2025-07-08,2025-06-05,2030-05-01,63,20,10,3,0,1,5.12,160.0,3.91,58,22,7,2.47,2.62,49.37,7.68,5.0,95.95,FEFO,Low Stock,-4,2025-07-04,3.38,85.2,,7,0,1,1,7,1.37,0,0,0
SKU0217,Fresh Product 289,Fresh Produce,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH4312,2025-04-22,2025-03-17,2025-05-03,140,198,54,22,4,0,22.33,843.0,8.87,242,86,7,0.41,0.41,80.84,3.38,7.0,79.69,FIFO,Low Stock,-1,2025-08-19,-2.87,83.57,,122,0,0,1,122,5.46,1,0,0
SKU0218,Pantry Product 60,Pantry,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH9361,2025-05-07,2025-04-09,2026-11-09,125,61,15,18,1,1,6.29,178.0,9.7,31,12,3,1.1,1.11,67.14,3.09,4.0,92.16,FIFO,In Stock,2,2025-07-13,2.9,70.23,Fragile,28,0,0,1,28,4.45,0,0,0
SKU0219,Frozen Product 30,Frozen,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH1356,2025-03-21,2025-02-24,2025-12-04,172,169,35,62,6,0,42.61,1.605,3.97,72,29,1,7.28,6.7,1230.15,7.56,19.0,96.9,FEFO,In Stock,-2,2025-09-09,2.0,93.11,,72,0,0,1,72,1.69,0,0,0
SKU0220,Pantry Product 24,Pantry,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH9866,2025-03-14,2025-03-11,2026-07-22,179,216,47,9,0,0,25.75,580.0,8.39,80,28,2,1.73,1.59,374.41,3.58,13.0,95.36,FIFO,In Stock,2,2025-07-11,-6.46,85.94,Fragile,160,0,0,0,160,6.21,0,0,0
SKU0221,Dairy Product 70,Dairy,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH7184,2025-06-04,2025-05-11,2025-06-25,97,187,45,4,1,1,15.41,353.0,12.13,94,32,4,3.87,3.93,723.75,2.47,7.0,96.15,FIFO,Expiring Soon,5,2025-06-14,6.57,91.88,,138,0,0,0,138,8.96,1,0,0
SKU0222,Household Product 69,Household,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH7439,2025-07-26,2025-06-23,2029-07-30,45,274,66,11,0,0,19.27,424.0,14.22,298,105,10,1.42,1.33,389.16,2.11,5.0,73.6,FIFO,Low Stock,-2,2025-08-12,9.55,69.71,,197,0,0,1,197,10.22,0,0,0
SKU0223,Beverages Product 153,Beverages,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH7214,2025-05-24,2025-04-02,2029-05-17,108,62,3,21,1,0,8.19,268.0,7.57,53,20,4,3.44,3.46,213.51,3.96,4.0,79.47,FIFO,In Stock,0,2025-08-09,5.7,75.92,,38,0,0,1,38,4.64,0,0,0
SKU0224,Dairy Product 97,Dairy,A,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH1256,2025-03-24,2025-03-09,2025-04-13,169,787,112,62,1,4,59.76,1.558,13.17,185,65,2,2.71,3.02,2130.72,2.28,24.0,95.85,FIFO,Expiring Soon,0,2025-09-01,-7.89,91.24,Seasonal SKU,613,0,0,0,613,10.26,1,0,0
SKU0225,Frozen Product 345,Frozen,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH8191,2025-08-29,2025-08-15,2026-06-07,11,76,40,18,3,0,13.13,356.0,5.79,100,34,5,6.06,6.54,460.52,5.18,5.0,92.95,FIFO,Low Stock,0,2025-09-02,-7.79,76.88,Promotional item,18,0,1,1,18,1.37,0,0,0
SKU0226,Meat Product 470,Meat,A,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH4881,2025-04-15,2025-03-27,2025-04-30,147,446,78,27,1,2,39.58,836.0,11.27,238,80,4,6.34,7.06,2826.61,2.66,11.0,79.95,FIFO,Expiring Soon,2,2025-06-17,-8.05,75.33,,341,0,0,0,341,8.62,1,0,0
SKU0227,Bakery Product 141,Bakery,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH3869,2025-04-11,2025-03-02,2025-04-18,151,17,3,5,1,3,3.04,110.0,5.59,12,6,2,3.4,3.37,57.74,5.36,3.0,89.88,FEFO,Expiring Soon,-3,2025-06-30,-1.23,72.89,,9,0,0,1,9,2.96,1,0,0
SKU0228,Personal Product 483,Personal Care,A,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH7821,2025-06-20,2025-05-25,2030-05-16,81,139,68,32,0,0,22.98,600.0,6.05,178,63,5,21.15,19.11,2940.49,4.96,7.0,84.85,FIFO,Low Stock,-3,2025-08-02,0.24,70.98,,39,0,1,1,39,1.7,0,0,0
SKU0229,Beverages Product 243,Beverages,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH3365,2025-06-25,2025-05-05,2030-06-13,76,448,180,47,0,0,74.47,1.804,6.02,336,113,3,6.41,5.83,2872.67,4.99,37.0,92.52,FEFO,In Stock,0,2025-09-02,-4.52,74.9,,221,0,0,1,221,2.97,0,0,0
SKU0230,Personal Product 286,Personal Care,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH5177,2025-06-02,2025-05-20,2027-10-12,99,374,35,66,1,1,24.55,823.0,15.23,76,27,2,2.98,3.02,1116.2,1.97,19.0,83.9,FEFO,In Stock,-4,2025-06-19,0.62,95.11,Fragile,273,0,0,0,273,11.12,0,0,0
SKU0231,Household Product 48,Household,C,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH7179,2025-08-27,2025-07-15,2028-02-27,13,0,0,0,0,0,8.19,202.0,0.0,13,5,1,9.71,10.82,0.0,245.7,3.0,95.04,FIFO,Out of Stock,-3,2025-08-31,4.51,80.73,,0,0,1,1,0,0.0,0,0,0
SKU0232,Beverages Product 371,Beverages,C,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH6455,2025-05-10,2025-04-21,2027-07-11,122,204,79,43,3,4,26.06,639.0,7.83,161,57,4,3.3,3.42,672.93,3.83,11.0,83.72,FIFO,In Stock,-2,2025-08-13,7.69,66.32,,82,0,0,1,82,3.15,0,0,0
SKU0233,Personal Product 61,Personal Care,B,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH4350,2025-03-15,2025-02-18,2029-08-03,178,177,52,33,3,1,18.85,542.0,9.39,90,33,3,5.91,5.6,1045.43,3.19,9.0,91.97,FIFO,In Stock,0,2025-07-01,8.34,71.86,,92,0,0,0,92,4.88,0,0,0
SKU0234,Meat Product 239,Meat,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH6892,2025-06-23,2025-05-22,2025-07-06,78,25,3,1,2,0,2.76,72.0,9.06,21,10,4,6.18,5.85,154.56,3.31,2.0,98.53,FEFO,Expiring Soon,7,2025-07-12,4.99,88.45,Fragile,21,0,0,1,21,7.61,1,0,0
SKU0235,Beverages Product 164,Beverages,A,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH1749,2025-06-21,2025-05-16,2028-10-15,80,619,56,149,5,1,95.8,2.105,6.46,727,248,5,5.78,6.18,3576.58,4.64,30.0,81.44,FIFO,Low Stock,2,2025-08-22,3.33,60.84,Temperature controlled,414,0,0,1,414,4.32,0,0,0
SKU0236,Personal Product 297,Personal Care,B,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH6404,2025-08-01,2025-07-18,2027-09-06,39,330,36,23,2,2,18.72,458.0,17.63,62,25,2,3.72,3.81,1226.84,1.7,7.0,94.42,FEFO,In Stock,3,2025-06-29,-6.43,81.11,,271,0,0,0,271,14.48,0,0,0
SKU0237,Frozen Product 336,Frozen,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH9037,2025-05-07,2025-04-08,2026-05-07,125,423,6,86,2,1,39.87,976.0,10.61,307,108,5,6.18,6.7,2613.76,2.83,15.0,72.99,FIFO,In Stock,1,2025-07-26,-3.87,63.52,,331,0,0,0,331,8.3,0,0,0
SKU0238,Beverages Product 251,Beverages,A,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH9584,2025-03-29,2025-03-27,2026-07-27,164,588,160,166,0,0,81.53,2.58,7.21,621,213,5,6.38,7.29,3749.56,4.16,31.0,87.77,FIFO,Low Stock,-2,2025-06-16,4.55,67.3,Seasonal SKU,262,0,0,1,262,3.21,0,0,0
SKU0239,Bakery Product 432,Bakery,B,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH4583,2025-08-02,2025-07-01,2025-08-04,38,421,3,78,0,1,38.42,1.006,10.96,121,44,2,2.21,2.41,932.22,2.74,12.0,71.21,FEFO,Expiring Soon,-1,2025-07-24,6.1,87.54,Temperature controlled,340,0,0,0,340,8.85,1,0,0
SKU0240,Personal Product 338,Personal Care,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH7739,2025-09-08,2025-09-08,2029-09-01,1,147,24,5,1,0,15.96,366.0,9.21,57,25,2,1.53,1.46,224.41,3.26,5.0,87.02,FIFO,In Stock,3,2025-07-04,-0.33,91.82,,118,0,0,0,118,7.39,0,0,0
SKU0241,Pantry Product 147,Pantry,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH8054,2025-03-15,2025-01-23,2029-12-24,178,30,3,2,2,2,2.06,66.0,14.56,6,4,1,2.05,2.29,61.57,2.06,1.0,81.93,FIFO,In Stock,-4,2025-08-27,-3.08,93.62,,25,0,0,0,25,12.14,0,0,0
SKU0242,Pantry Product 124,Pantry,A,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH6807,2025-04-28,2025-04-11,2027-09-26,134,335,124,43,1,1,26.19,700.0,12.79,277,94,7,14.9,15.11,4991.84,2.35,11.0,70.47,FEFO,In Stock,-5,2025-08-30,-0.36,95.14,,168,0,0,1,168,6.41,0,0,0
SKU0243,Bakery Product 290,Bakery,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH2320,2025-06-25,2025-05-15,2025-07-02,76,199,61,55,2,0,28.26,923.0,7.04,177,64,4,3.87,4.05,770.71,4.26,11.0,76.66,FIFO,Expiring Soon,0,2025-08-29,5.33,94.17,,83,0,0,1,83,2.94,1,0,0
SKU0244,Bakery Product 244,Bakery,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH2354,2025-03-14,2025-02-11,2025-03-17,179,48,0,6,2,0,5.7,124.0,8.42,21,10,2,2.66,2.95,127.59,3.56,4.0,98.82,FEFO,Expiring Soon,0,2025-06-19,6.17,79.2,,42,0,0,0,42,7.37,1,0,0
SKU0245,Pantry Product 440,Pantry,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4463,2025-08-30,2025-07-04,2027-12-13,10,215,27,18,1,1,13.91,308.0,15.46,91,35,4,3.05,3.28,655.3,1.94,9.0,95.65,FEFO,In Stock,-2,2025-08-06,5.31,74.71,Seasonal SKU,170,0,0,0,170,12.22,0,0,0
SKU0246,Beverages Product 144,Beverages,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH3938,2025-03-25,2025-01-25,2026-05-31,168,692,85,86,0,0,94.87,2.802,7.29,571,192,4,1.61,1.75,1113.5,4.11,30.0,71.69,FEFO,In Stock,4,2025-09-07,-5.43,66.38,,521,0,0,1,521,5.49,0,0,0
SKU0247,Pantry Product 386,Pantry,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH4939,2025-06-25,2025-05-20,2027-05-23,76,299,24,16,0,2,26.65,920.0,11.22,209,76,5,8.87,9.29,2653.51,2.67,16.0,70.9,FEFO,In Stock,5,2025-06-15,-4.87,71.81,,259,0,0,0,259,9.72,0,0,0
SKU0248,Seafood Product 387,Seafood,A,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1879,2025-05-04,2025-04-28,2025-05-12,128,205,40,17,0,0,26.35,695.0,7.78,124,45,3,11.45,12.76,2347.13,3.86,10.0,83.58,FEFO,Expiring Soon,-4,2025-08-11,-3.9,89.64,,148,0,0,0,148,5.62,1,0,0
SKU0249,Seafood Product 394,Seafood,A,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH1485,2025-05-31,2025-04-21,2025-06-08,101,180,88,41,1,0,29.53,944.0,6.1,183,65,4,11.23,11.39,2020.63,4.92,12.0,96.27,FEFO,Low Stock,-3,2025-07-14,-4.19,81.6,,51,0,1,1,51,1.73,1,0,0
SKU0250,Seafood Product 482,Seafood,B,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH2404,2025-07-24,2025-06-05,2025-08-02,47,166,27,30,1,2,14.7,326.0,11.29,93,34,4,5.42,5.4,898.96,2.66,6.0,80.24,FEFO,Expiring Soon,2,2025-08-09,-1.05,62.82,,109,0,0,0,109,7.41,1,0,0
SKU0251,Fresh Product 79,Fresh Produce,B,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH6909,2025-06-02,2025-05-27,2025-06-10,99,555,126,179,4,0,51.89,1.774,10.7,787,268,10,2.05,1.85,1136.2,2.8,15.0,85.73,FIFO,Low Stock,3,2025-09-09,-4.85,97.83,,250,0,1,1,250,4.82,1,0,0
SKU0252,Frozen Product 390,Frozen,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH4070,2025-08-07,2025-07-11,2026-02-25,33,202,19,17,0,2,10.12,358.0,19.96,78,27,5,3.84,3.54,775.58,1.5,4.0,74.23,FEFO,In Stock,-4,2025-06-30,3.36,72.84,,166,0,0,0,166,16.4,0,0,0
SKU0253,Bakery Product 14,Bakery,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH6315,2025-04-21,2025-02-25,2025-04-23,141,226,31,26,3,1,15.2,421.0,14.87,115,39,5,1.15,1.2,259.65,2.02,8.0,96.42,FEFO,Expiring Soon,-1,2025-09-08,7.36,63.51,,169,0,0,0,169,11.12,1,0,0
SKU0254,Bakery Product 44,Bakery,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH3778,2025-04-16,2025-03-04,2025-04-22,146,365,0,12,1,0,32.71,715.0,11.16,252,88,5,3.88,3.6,1417.37,2.69,14.0,92.53,FEFO,Expiring Soon,2,2025-08-19,6.44,96.04,Promotional item,353,0,0,0,353,10.79,1,0,0
SKU0255,Meat Product 75,Meat,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH7899,2025-05-21,2025-05-02,2025-06-03,111,595,74,33,0,0,31.62,1.003,18.82,51,19,1,6.9,7.26,4104.25,1.59,11.0,73.95,FEFO,Expiring Soon,4,2025-08-31,-8.23,88.1,,488,0,0,0,488,15.43,1,0,0
SKU0256,Personal Product 370,Personal Care,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH8501,2025-04-05,2025-03-30,2027-05-10,157,21,2,6,2,1,2.74,58.0,7.66,11,8,1,23.85,25.73,500.78,3.91,1.0,95.55,FIFO,In Stock,6,2025-08-02,-4.58,79.35,Fragile,13,0,0,0,13,4.74,0,0,0
SKU0257,Seafood Product 318,Seafood,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH8055,2025-05-20,2025-03-29,2025-05-28,112,35,19,8,0,2,13.13,438.0,2.67,48,22,2,13.33,14.59,466.57,11.25,3.0,82.07,FIFO,Low Stock,4,2025-08-02,7.17,71.89,,8,0,1,1,8,0.61,1,0,0
SKU0258,Personal Product 103,Personal Care,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH6228,2025-07-26,2025-07-08,2028-10-18,45,122,53,15,2,4,17.64,516.0,6.92,87,34,3,8.44,9.51,1029.16,4.34,3.0,77.69,FEFO,In Stock,2,2025-06-28,7.04,75.08,,54,0,0,1,54,3.06,0,0,0
SKU0259,Seafood Product 144,Seafood,A,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH9939,2025-08-11,2025-07-31,2025-08-17,29,235,15,23,1,0,21.94,482.0,10.71,40,18,1,8.74,8.51,2053.34,2.8,8.0,88.54,FIFO,Expiring Soon,5,2025-07-12,8.59,76.95,,197,0,0,0,197,8.98,1,0,0
SKU0260,Dairy Product 409,Dairy,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH9180,2025-05-28,2025-05-20,2025-06-25,104,85,10,12,2,0,5.21,161.0,16.31,17,7,2,2.2,2.34,187.31,1.84,3.0,73.08,FEFO,Expiring Soon,-1,2025-08-10,-8.37,65.07,,63,0,0,0,63,12.09,1,0,0
SKU0261,Dairy Product 217,Dairy,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH8851,2025-05-18,2025-04-11,2025-06-13,114,27,27,0,0,0,53.0,1.361,0.51,561,190,7,1.27,1.34,34.17,58.89,27.0,94.63,FEFO,Low Stock,-2,2025-07-03,-8.49,74.63,,0,0,1,1,0,0.0,1,0,0
SKU0262,Personal Product 355,Personal Care,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH9796,2025-08-31,2025-07-24,2028-09-05,9,23,10,0,2,1,3.7,79.0,6.22,81,29,14,17.85,19.58,410.45,4.83,4.0,77.53,FIFO,Low Stock,3,2025-08-27,2.06,63.49,,13,0,1,1,13,3.51,0,0,0
SKU0263,Pantry Product 182,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH7547,2025-08-29,2025-07-12,2029-10-25,11,103,55,48,2,2,22.8,694.0,4.52,242,82,7,11.59,11.79,1193.54,6.64,10.0,89.34,FEFO,Low Stock,1,2025-07-16,8.57,62.51,Seasonal SKU,0,0,1,1,0,0.0,0,0,0
SKU0264,Meat Product 262,Meat,C,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH8303,2025-04-14,2025-03-22,2025-04-26,148,71,5,42,1,1,24.71,605.0,2.87,265,92,7,1.92,2.13,136.17,10.44,9.0,92.32,FEFO,Low Stock,-1,2025-07-12,7.54,63.87,,24,0,1,1,24,0.97,1,0,0
SKU0265,Pantry Product 257,Pantry,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH2712,2025-09-03,2025-08-16,2029-05-18,6,51,9,10,0,1,6.41,175.0,7.96,73,28,7,8.86,8.08,451.95,3.77,2.0,91.69,FEFO,Low Stock,-1,2025-08-30,1.46,82.66,High return rate,32,0,0,1,32,4.99,0,0,0
SKU0266,Seafood Product 176,Seafood,A,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH6706,2025-04-29,2025-03-30,2025-05-09,133,238,56,16,0,1,17.84,434.0,13.34,29,11,1,10.13,10.83,2411.75,2.25,10.0,88.89,FIFO,Expiring Soon,-3,2025-07-15,7.17,64.01,,166,0,0,0,166,9.3,1,0,0
SKU0267,Frozen Product 35,Frozen,B,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH6620,2025-08-11,2025-07-01,2026-02-12,29,494,73,96,0,0,47.98,1.803,10.3,150,54,2,3.2,3.38,1580.36,2.91,13.0,92.23,FIFO,In Stock,-2,2025-06-15,-9.04,97.09,,325,0,0,0,325,6.77,0,0,0
SKU0268,Personal Product 380,Personal Care,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH3623,2025-07-27,2025-07-06,2029-08-30,44,55,55,0,1,1,22.48,616.0,2.45,342,117,10,6.56,6.57,360.72,12.26,9.0,83.36,FEFO,Low Stock,3,2025-07-12,9.68,81.45,,0,0,1,1,0,0.0,0,0,0
SKU0269,Bakery Product 95,Bakery,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH4232,2025-05-31,2025-05-03,2025-06-02,101,304,68,44,0,0,48.35,1.409,6.29,81,33,1,3.81,3.92,1158.24,4.77,22.0,72.56,FEFO,Expiring Soon,0,2025-07-22,0.27,87.88,High return rate,192,0,0,0,192,3.97,1,0,0
SKU0270,Dairy Product 386,Dairy,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4063,2025-08-14,2025-07-22,2025-09-07,26,108,13,9,1,3,12.4,292.0,8.71,25,13,1,1.56,1.44,168.25,3.44,3.0,83.78,FEFO,Expiring Soon,-2,2025-08-15,-6.56,76.14,,86,0,0,0,86,6.94,1,0,0
SKU0271,Meat Product 442,Meat,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH7367,2025-03-30,2025-02-19,2025-04-14,163,67,13,18,1,0,10.6,308.0,6.32,55,23,3,8.7,8.3,582.85,4.75,6.0,70.11,FEFO,Expiring Soon,0,2025-06-26,-8.43,95.74,Promotional item,36,0,0,1,36,3.4,1,0,0
SKU0272,Household Product 317,Household,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH2388,2025-04-05,2025-02-21,2029-07-26,157,107,10,2,1,3,7.64,242.0,14.01,35,12,3,3.67,4.06,392.68,2.14,1.0,96.83,FIFO,In Stock,3,2025-07-31,-5.3,64.08,Promotional item,95,0,0,0,95,12.43,0,0,0
SKU0273,Fresh Product 192,Fresh Produce,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH3258,2025-06-02,2025-04-27,2025-06-11,99,891,51,196,2,0,66.48,2.332,13.4,108,42,1,0.89,0.82,795.84,2.24,20.0,81.78,FEFO,Expiring Soon,0,2025-07-17,4.69,67.74,,644,0,0,0,644,9.69,1,0,0
SKU0274,Pantry Product 356,Pantry,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH5732,2025-07-29,2025-07-21,2029-04-26,42,193,36,43,0,0,15.92,616.0,12.12,169,58,7,6.46,6.31,1246.45,2.47,6.0,88.73,FIFO,In Stock,2,2025-07-31,-0.34,73.71,,114,0,0,1,114,7.16,0,0,0
